pmcid,pmid,doi,created,created_year
PMC136229,12021359,10.1128/JVI.76.12.6257-6267.2002,2002-06-01,2002
PMC136226,12021344,10.1128/JVI.76.12.6114-6120.2002,2002-06-01,2002
PMC136219,12021326,10.1128/JVI.76.12.5937-5948.2002,2002-06-01,2002
PMC136196,12021336,10.1128/JVI.76.12.6037-6043.2002,2002-06-01,2002
PMC1370300,12088154,10.1017/s1355838202554066,2002-06-01,2002
PMC130655,11980941,10.1128/JCM.40.5.1675-1680.2002,2002-05-01,2002
PMC155106,11932433,10.1128/JVI.76.9.4655-4661.2002,2002-05-01,2002
PMC136173,11967337,10.1128/JVI.76.10.5233-5250.2002,2002-05-01,2002
PMC136159,11967315,10.1128/JVI.76.10.4987-4999.2002,2002-05-01,2002
PMC226992,11989732,NA,2002-04-01,2002
PMC136101,11907209,10.1128/JVI.76.8.3697-3708.2002,2002-04-01,2002
PMC136035,11884547,10.1128/JVI.76.7.3232-3239.2002,2002-04-01,2002
PMC136015,11884578,10.1128/JVI.76.7.3544-3553.2002,2002-04-01,2002
PMC100316,11923159,10.1136/bmj.324.7340.763,2002-03-01,2002
PMC153805,11836418,10.1128/jvi.76.5.2403-2409.2002,2002-03-01,2002
PMC1222376,11829756,10.1042/0264-6021:3620191,2002-02-01,2002
PMC153398,11825958,10.1128/JCM.40.2.466-474.2002,2002-02-01,2002
PMC135861,11773403,10.1128/JVI.76.3.1273-1284.2002,2002-02-01,2002
PMC135807,11773370,10.1128/JVI.76.3.950-958.2002,2002-02-01,2002
PMC135785,11773416,10.1128/JVI.76.3.1422-1434.2002,2002-02-01,2002
PMC135778,11773405,10.1128/JVI.76.3.1293-1308.2002,2002-02-01,2002
PMC136848,11752137,10.1128/JVI.76.2.473-483.2002,2002-01-01,2002
PMC99087,11752293,10.1093/nar/30.1.203,2002-01-01,2002
PMC1370233,11873757,10.1017/s1355838202012074,2002-01-01,2002
PMC1370227,11871658,10.1017/s1355838202012086,2002-01-01,2002
PMC1476682,11769617,NA,2001-12-01,2001
PMC98864,11705950,10.1128/IAI.69.12.7695-7702.2001,2001-12-01,2001
PMC116132,11711626,10.1128/JVI.75.24.12359-12369.2001,2001-12-01,2001
PMC116120,11711614,10.1128/JVI.75.24.12228-12240.2001,2001-12-01,2001
PMC116106,11711601,10.1128/JVI.75.24.12105-12113.2001,2001-12-01,2001
PMC116099,11711594,10.1128/JVI.75.24.12039-12046.2001,2001-12-01,2001
PMC116092,11711587,10.1128/JVI.75.24.11974-11982.2001,2001-12-01,2001
PMC100026,11713298,10.1128/MCB.21.24.8657-8670.2001,2001-12-01,2001
PMC96224,11687438,10.1128/CDLI.8.6.1049-1055.2001,2001-11-01,2001
PMC114706,11602766,10.1128/JVI.75.22.11244-11248.2001,2001-11-01,2001
PMC114651,11602711,10.1128/JVI.75.22.10696-10708.2001,2001-11-01,2001
PMC114643,11602703,10.1128/JVI.75.22.10612-10622.2001,2001-11-01,2001
PMC114620,11581414,10.1128/JVI.75.21.10460-10466.2001,2001-11-01,2001
PMC114595,11581389,10.1128/JVI.75.21.10208-10218.2001,2001-11-01,2001
PMC114580,11581374,10.1128/JVI.75.21.10054-10064.2001,2001-11-01,2001
PMC99944,11604509,10.1128/MCB.21.22.7731-7746.2001,2001-11-01,2001
PMC1370205,11720292,10.1017/s135583820101010x,2001-11-01,2001
PMC1850521,11583948,10.1016/s0002-9440(10)62507-2,2001-10-01,2001
PMC114550,11559811,10.1128/JVI.75.20.9780-9789.2001,2001-10-01,2001
PMC114546,11559807,10.1128/JVI.75.20.9741-9752.2001,2001-10-01,2001
PMC114503,11533198,10.1128/JVI.75.19.9345-9356.2001,2001-10-01,2001
PMC114490,11533185,10.1128/JVI.75.19.9229-9238.2001,2001-10-01,2001
PMC114474,11533169,10.1128/JVI.75.19.9059-9067.2001,2001-10-01,2001
PMC1476612,11565372,NA,2001-09-01,2001
PMC96183,11527815,10.1128/CDLI.8.5.984-992.2001,2001-09-01,2001
PMC96159,11527791,10.1128/CDLI.8.5.853-858.2001,2001-09-01,2001
PMC115094,11507194,10.1128/JVI.75.18.8487-8497.2001,2001-09-01,2001
PMC115062,11483763,10.1128/JVI.75.17.8173-8186.2001,2001-09-01,2001
PMC1222029,11485549,10.1042/0264-6021:3580033,2001-08-01,2001
PMC1314072,11510391,NA,2001-08-01,2001
PMC115018,11462055,10.1128/JVI.75.16.7778-7784.2001,2001-08-01,2001
PMC114971,11462008,10.1128/JVI.75.16.7362-7374.2001,2001-08-01,2001
PMC87191,11438643,10.1128/MCB.21.15.4856-4867.2001,2001-08-01,2001
PMC1307509,11497428,10.1017/s1355838201001480,2001-08-01,2001
PMC1189667,11480518,NA,2001-07-01,2001
PMC1189666,11480517,NA,2001-07-01,2001
PMC88180,11427564,10.1128/JCM.39.7.2525-2530.2001,2001-07-01,2001
PMC114390,11413334,10.1128/JVI.75.14.6676-6681.2001,2001-07-01,2001
PMC114363,11413307,10.1128/JVI.75.14.6402-6409.2001,2001-07-01,2001
PMC114327,11390613,10.1128/JVI.75.13.6115-6120.2001,2001-07-01,2001
PMC114294,11390580,10.1128/JVI.75.13.5778-5795.2001,2001-07-01,2001
PMC114290,11390576,10.1128/JVI.75.13.5740-5751.2001,2001-07-01,2001
PMC1370150,11453070,10.1017/s1355838201002424,2001-07-01,2001
PMC1476540,11424572,NA,2001-06-01,2001
PMC95231,11371518,10.1128/JB.183.12.3556-3563.2001,2001-06-01,2001
PMC88106,11376052,10.1128/JCM.39.6.2166-2172.2001,2001-06-01,2001
PMC114904,11333880,10.1128/JVI.75.11.5009-5017.2001,2001-06-01,2001
PMC114279,11356974,10.1128/JVI.75.12.5663-5671.2001,2001-06-01,2001
PMC1476496,11360865,NA,2001-05-01,2001
PMC96089,11329446,10.1128/CDLI.8.3.496-498.2001,2001-05-01,2001
PMC114243,11312360,10.1128/JVI.75.10.4889-4895.2001,2001-05-01,2001
PMC114148,11287552,10.1128/JVI.75.9.4029-4039.2001,2001-05-01,2001
PMC1370128,11350040,10.1017/s1355838201002539,2001-05-01,2001
PMC5496653,11335175,10.1016/s1360-1385(01)01922-7,2001-05-01,2001
PMC90423,11257014,10.1128/AAC.45.4.1043-1052.2001,2001-04-01,2001
PMC92801,11282637,10.1128/AEM.67.4.1805-1814.2001,2001-04-01,2001
PMC92750,11282586,10.1128/AEM.67.4.1423-1428.2001,2001-04-01,2001
PMC87958,11283075,10.1128/JCM.39.4.1487-1493.2001,2001-04-01,2001
PMC114878,11264376,10.1128/JVI.75.8.3873-3884.2001,2001-04-01,2001
PMC114128,11238861,10.1128/JVI.75.7.3352-3362.2001,2001-04-01,2001
PMC114121,11238854,10.1128/JVI.75.7.3277-3290.2001,2001-04-01,2001
PMC114101,11238834,10.1128/JVI.75.7.3077-3088.2001,2001-04-01,2001
PMC1950034,11471567,10.1007/bf03401842,2001-04-01,2001
PMC96063,11238222,10.1128/CDLI.8.2.357-362.2001,2001-03-01,2001
PMC96053,11238212,10.1128/CDLI.8.2.297-302.2001,2001-03-01,2001
PMC87870,11230424,10.1128/JCM.39.3.1036-1041.2001,2001-03-01,2001
PMC115934,11222733,10.1128/JVI.75.6.3043-3047.2001,2001-03-01,2001
PMC115907,11222706,10.1128/JVI.75.6.2818-2824.2001,2001-03-01,2001
PMC115905,11222704,10.1128/JVI.75.6.2803-2809.2001,2001-03-01,2001
PMC115904,11222703,10.1128/JVI.75.6.2792-2802.2001,2001-03-01,2001
PMC114828,11160748,10.1128/JVI.75.5.2452-2457.2001,2001-03-01,2001
PMC114804,11160724,10.1128/JVI.75.5.2204-2212.2001,2001-03-01,2001
PMC114795,11160715,10.1128/JVI.75.5.2107-2118.2001,2001-03-01,2001
PMC114794,11160714,10.1128/JVI.75.5.2097-2106.2001,2001-03-01,2001
PMC29715,11222762,10.1093/nar/29.5.1125,2001-03-01,2001
PMC1119618,11179141,10.1136/bmj.322.7283.376,2001-02-01,2001
PMC29352,11172046,10.1073/pnas.98.4.1889,2001-02-06,2001
PMC114066,11152533,10.1128/JVI.75.3.1576-1580.2001,2001-02-01,2001
PMC114037,11152504,10.1128/JVI.75.3.1312-1324.2001,2001-02-01,2001
PMC30949,11179421,10.1091/mbc.12.2.367,2001-02-01,2001
PMC1370085,11233984,10.1017/s135583820100190x,2001-02-01,2001
PMC1189639,11227192,NA,2001-01-01,2001
PMC1189638,11227191,NA,2001-01-01,2001
PMC88960,11148001,10.1128/CMR.14.1.15-37.2001,2001-01-01,2001
PMC87727,11136796,10.1128/JCM.39.1.343-346.2001,2001-01-01,2001
PMC87717,11136786,10.1128/JCM.39.1.293-297.2001,2001-01-01,2001
PMC87701,11136770,10.1128/JCM.39.1.196-200.2001,2001-01-01,2001
PMC87694,11136763,10.1128/JCM.39.1.146-153.2001,2001-01-01,2001
PMC87691,11136760,10.1128/JCM.39.1.129-133.2001,2001-01-01,2001
PMC87689,11136758,10.1128/JCM.39.1.111-118.2001,2001-01-01,2001
PMC113980,11134297,10.1128/JVI.75.2.844-849.2001,2001-01-01,2001
PMC113969,11134286,10.1128/JVI.75.2.726-737.2001,2001-01-01,2001
PMC113943,11119619,10.1128/JVI.75.1.506-512.2001,2001-01-01,2001
PMC113905,11119581,10.1128/JVI.75.1.125-133.2001,2001-01-01,2001
PMC29831,11125070,10.1093/nar/29.1.133,2001-01-01,2001
PMC97787,11083802,10.1128/iai.68.12.6833-6839.2000,2000-12-01,2000
PMC87631,11101590,NA,2000-12-01,2000
PMC112455,11090172,10.1128/jvi.74.24.11724-11733.2000,2000-12-01,2000
PMC112446,11090163,10.1128/jvi.74.24.11642-11653.2000,2000-12-01,2000
PMC112434,11090151,10.1128/jvi.74.24.11538-11547.2000,2000-12-01,2000
PMC112426,11090143,10.1128/jvi.74.24.11472-11478.2000,2000-12-01,2000
PMC92415,11055959,10.1128/aem.66.11.5024-5029.2000,2000-11-01,2000
PMC312880,NA,NA,2000-11-01,2000
PMC3109627,11113252,10.1016/s0020-7519(00)00124-7,2000-11-01,2000
PMC87562,11060089,NA,2000-11-01,2000
PMC87557,11060084,NA,2000-11-01,2000
PMC110963,11044133,10.1128/jvi.74.22.10834-10837.2000,2000-11-01,2000
PMC110936,11044106,10.1128/jvi.74.22.10623-10630.2000,2000-11-01,2000
PMC110934,11044104,10.1128/jvi.74.22.10600-10611.2000,2000-11-01,2000
PMC110931,11044101,10.1128/jvi.74.22.10571-10580.2000,2000-11-01,2000
PMC110908,11044078,10.1128/jvi.74.22.10341-10348.2000,2000-11-01,2000
PMC102058,11024148,10.1128/jvi.74.21.10194-10201.2000,2000-11-01,2000
PMC112414,11000254,10.1128/jvi.74.20.9776-9785.2000,2000-10-01,2000
PMC112390,11000230,10.1128/jvi.74.20.9586-9593.2000,2000-10-01,2000
PMC112386,11000226,10.1128/jvi.74.20.9553-9561.2000,2000-10-01,2000
PMC112379,11000219,10.1128/jvi.74.20.9498-9506.2000,2000-10-01,2000
PMC102122,10982370,10.1128/jvi.74.19.9234-9239.2000,2000-10-01,2000
PMC102119,10982367,10.1128/jvi.74.19.9206-9213.2000,2000-10-01,2000
PMC102103,10982351,10.1128/jvi.74.19.9062-9070.2000,2000-10-01,2000
PMC102086,10982334,10.1128/jvi.74.19.8913-8921.2000,2000-10-01,2000
PMC102078,10982326,10.1128/jvi.74.19.8843-8853.2000,2000-10-01,2000
PMC102074,10982322,10.1128/jvi.74.19.8803-8811.2000,2000-10-01,2000
PMC102073,10982321,10.1128/jvi.74.19.8793-8802.2000,2000-10-01,2000
PMC87376,10970373,NA,2000-09-01,2000
PMC116360,10954549,10.1128/jvi.74.18.8487-8493.2000,2000-09-01,2000
PMC112346,10933723,10.1128/jvi.74.17.8127-8134.2000,2000-09-01,2000
PMC112322,10933699,10.1128/jvi.74.17.7911-7921.2000,2000-09-01,2000
PMC112321,10933698,10.1128/jvi.74.17.7903-7910.2000,2000-09-01,2000
PMC110703,10954585,10.1093/nar/28.17.3185,2000-09-01,2000
PMC1692813,11186311,10.1098/rstb.2000.0647,2000-08-01,2000
PMC112293,10906226,10.1128/jvi.74.16.7683-7686.2000,2000-08-01,2000
PMC112208,10888630,10.1128/jvi.74.15.6911-6921.2000,2000-08-01,2000
PMC1369989,10943894,10.1017/s1355838200000510,2000-08-01,2000
PMC92099,10877794,10.1128/aem.66.7.2972-2980.2000,2000-07-01,2000
PMC1189611,10935885,NA,2000-07-01,2000
PMC1189606,10935880,NA,2000-07-01,2000
PMC95938,10882676,10.1128/cdli.7.4.700-702.2000,2000-07-01,2000
PMC95915,10882653,10.1128/cdli.7.4.568-573.2000,2000-07-01,2000
PMC101696,10858223,10.1128/iai.68.7.4064-4074.2000,2000-07-01,2000
PMC112117,10846102,10.1128/jvi.74.13.6173-6177.2000,2000-07-01,2000
PMC112109,10846094,10.1128/jvi.74.13.6105-6116.2000,2000-07-01,2000
PMC112102,10846087,10.1128/jvi.74.13.6045-6049.2000,2000-07-01,2000
PMC112095,10846080,10.1128/jvi.74.13.5988-5996.2000,2000-07-01,2000
PMC85961,10866668,10.1128/mcb.20.14.5119-5128.2000,2000-07-01,2000
PMC1369980,10917600,10.1017/s1355838200000728,2000-07-01,2000
PMC1476222,17424601,NA,2000-06-01,2000
PMC97544,10816454,10.1128/iai.68.6.3129-3139.2000,2000-06-01,2000
PMC112052,10823872,10.1128/jvi.74.12.5647-5654.2000,2000-06-01,2000
PMC112041,10823861,10.1128/jvi.74.12.5548-5555.2000,2000-06-01,2000
PMC112025,10823845,10.1128/jvi.74.12.5412-5423.2000,2000-06-01,2000
PMC110875,10799597,10.1128/jvi.74.11.5213-5223.2000,2000-06-01,2000
PMC110857,10799579,10.1128/jvi.74.11.5053-5065.2000,2000-06-01,2000
PMC110848,10799570,10.1128/jvi.74.11.4967-4978.2000,2000-06-01,2000
PMC98994,10839817,10.1128/mmbr.64.2.239-280.2000,2000-06-01,2000
PMC33981,10805763,10.1073/pnas.97.10.5025,2000-05-01,2000
PMC25860,10805807,10.1073/pnas.97.10.5516,2000-05-01,2000
PMC112004,10775620,10.1128/jvi.74.10.4816-4823.2000,2000-05-01,2000
PMC111982,10775598,10.1128/jvi.74.10.4621-4633.2000,2000-05-01,2000
PMC111979,10775595,10.1128/jvi.74.10.4590-4600.2000,2000-05-01,2000
PMC111949,10756047,10.1128/jvi.74.9.4319-4326.2000,2000-05-01,2000
PMC111936,10756034,10.1128/jvi.74.9.4214-4219.2000,2000-05-01,2000
PMC111917,10756015,10.1128/jvi.74.9.4039-4046.2000,2000-05-01,2000
PMC111911,10756009,10.1128/jvi.74.9.3975-3983.2000,2000-05-01,2000
PMC111906,10756004,10.1128/jvi.74.9.3933-3940.2000,2000-05-01,2000
PMC1369951,10836792,10.1017/s1355838200992471,2000-05-01,2000
PMC4723481,11819553,10.3748/wjg.v6.i2.177,2000-04-01,2000
PMC1876871,10751347,10.1016/s0002-9440(10)64992-9,2000-04-01,2000
PMC1189599,10805255,NA,2000-04-01,2000
PMC111872,10729138,10.1128/jvi.74.8.3623-3633.2000,2000-04-01,2000
PMC111839,10708455,10.1128/jvi.74.7.3379-3387.2000,2000-04-01,2000
PMC111826,10708442,10.1128/jvi.74.7.3253-3263.2000,2000-04-01,2000
PMC111816,10708432,10.1128/jvi.74.7.3156-3165.2000,2000-04-01,2000
PMC111801,10708417,10.1128/jvi.74.7.3029-3036.2000,2000-04-01,2000
PMC95862,10702506,10.1128/cdli.7.2.288-292.2000,2000-03-01,2000
PMC95856,10702500,10.1128/cdli.7.2.245-250.2000,2000-03-01,2000
PMC86381,10699026,NA,2000-03-01,2000
PMC111729,10666278,10.1128/jvi.74.5.2447-2450.2000,2000-03-01,2000
PMC111715,10666264,10.1128/jvi.74.5.2333-2342.2000,2000-03-01,2000
PMC1369923,10744025,10.1017/s1355838200992057,2000-03-01,2000
PMC1369917,10744019,10.1017/s1355838200991210,2000-03-01,2000
PMC111669,10644364,10.1128/jvi.74.4.1908-1918.2000,2000-02-01,2000
PMC111642,10644337,10.1128/jvi.74.4.1674-1685.2000,2000-02-01,2000
PMC111636,10644331,10.1128/jvi.74.4.1623-1631.2000,2000-02-01,2000
PMC111495,10627571,10.1128/jvi.74.3.1566-1571.2000,2000-02-01,2000
PMC111476,10627552,10.1128/jvi.74.3.1415-1424.2000,2000-02-01,2000
PMC111474,10627550,10.1128/jvi.74.3.1393-1406.2000,2000-02-01,2000
PMC85227,10648594,10.1128/mcb.20.4.1095-1103.2000,2000-02-01,2000
PMC1476343,10642871,NA,2000-01-01,2000
PMC95823,10618278,10.1128/cdli.7.1.58-63.2000,2000-01-01,2000
PMC88704,10618096,NA,2000-01-01,2000
PMC111602,10623744,10.1128/jvi.74.2.817-827.2000,2000-01-01,2000
PMC111575,10590153,10.1128/jvi.74.1.580-583.2000,2000-01-01,2000
PMC14757,10637291,10.1091/mbc.11.1.65,2000-01-01,2000
PMC14753,10637287,10.1091/mbc.11.1.13,2000-01-01,2000
PMC4154595,10688427,10.1034/j.1398-9995.1999.00099.x,1999-12-01,1999
PMC85845,10565907,NA,1999-12-01,1999
PMC85835,10565900,NA,1999-12-01,1999
PMC113044,10559307,NA,1999-12-01,1999
PMC113018,10559281,NA,1999-12-01,1999
PMC395718,10748866,10.1136/mp.52.6.332,1999-12-01,1999
PMC1369882,10606271,10.1017/s1355838299991318,1999-12-01,1999
PMC1540000,17424576,NA,1999-11-01,1999
PMC112963,10516037,NA,1999-11-01,1999
PMC112946,10516020,NA,1999-11-01,1999
PMC112943,10516017,NA,1999-11-01,1999
PMC18411,10518575,10.1073/pnas.96.21.12056,1999-10-01,1999
PMC408565,10510321,10.1172/jci8272,1999-10-01,1999
PMC408557,10510336,10.1172/jci7255,1999-10-01,1999
PMC85546,10488191,NA,1999-10-01,1999
PMC112919,10482652,NA,1999-10-01,1999
PMC112898,10482631,NA,1999-10-01,1999
PMC112890,10482623,NA,1999-10-01,1999
PMC112852,10482585,NA,1999-10-01,1999
PMC112832,10482565,NA,1999-10-01,1999
PMC112829,10482562,NA,1999-10-01,1999
PMC112815,10482548,NA,1999-10-01,1999
PMC112813,10482546,NA,1999-10-01,1999
PMC112809,10482542,NA,1999-10-01,1999
PMC18073,10500216,10.1073/pnas.96.20.11560,1999-09-01,1999
PMC1539859,10495908,NA,1999-09-01,1999
PMC408533,10487773,10.1172/jci5740,1999-09-01,1999
PMC85418,10449479,NA,1999-09-01,1999
PMC104316,10438879,NA,1999-09-01,1999
PMC104302,10438865,NA,1999-09-01,1999
PMC104297,10438860,NA,1999-09-01,1999
PMC104296,10438859,NA,1999-09-01,1999
PMC104292,10438855,NA,1999-09-01,1999
PMC104288,10438851,NA,1999-09-01,1999
PMC104271,10438834,NA,1999-09-01,1999
PMC104258,10438821,NA,1999-09-01,1999
PMC1539768,12001336,NA,1999-08-01,1999
PMC112794,10400807,NA,1999-08-01,1999
PMC112771,10400784,NA,1999-08-01,1999
PMC112712,10400725,NA,1999-08-01,1999
PMC112711,10400724,NA,1999-08-01,1999
PMC22137,10393897,10.1073/pnas.96.14.7774,1999-07-01,1999
PMC95724,10391859,NA,1999-07-01,1999
PMC95706,10391841,NA,1999-07-01,1999
PMC3449936,19003370,10.1023/A:1008005200711,1999-07-01,1999
PMC112680,10364371,NA,1999-07-01,1999
PMC112657,10364348,NA,1999-07-01,1999
PMC112635,10364326,NA,1999-07-01,1999
PMC112614,10364305,NA,1999-07-01,1999
PMC112582,10364273,NA,1999-07-01,1999
PMC85017,10325368,NA,1999-06-01,1999
PMC85001,10325358,NA,1999-06-01,1999
PMC84933,10325314,NA,1999-06-01,1999
PMC112517,10233935,NA,1999-06-01,1999
PMC112514,10233932,NA,1999-06-01,1999
PMC103720,10225833,NA,1999-05-01,1999
PMC310776,10330121,NA,1999-05-01,1999
PMC84788,10203496,NA,1999-05-01,1999
PMC104150,10196267,NA,1999-05-01,1999
PMC104124,10196241,NA,1999-05-01,1999
PMC1369791,10334334,10.1017/s1355838299982006,1999-05-01,1999
PMC1369787,10334330,10.1017/s135583829998189x,1999-05-01,1999
PMC104103,10074193,NA,1999-04-01,1999
PMC104098,10074188,NA,1999-04-01,1999
PMC104097,10074187,NA,1999-04-01,1999
PMC104065,10074155,NA,1999-04-01,1999
PMC104045,10074135,NA,1999-04-01,1999
PMC104021,10074111,NA,1999-04-01,1999
PMC104019,10074109,NA,1999-04-01,1999
PMC1369781,10199571,10.1017/s1355838299982080,1999-04-01,1999
PMC104467,9971805,NA,1999-03-01,1999
PMC104445,9971783,NA,1999-03-01,1999
PMC104444,9971782,NA,1999-03-01,1999
PMC104424,9971762,NA,1999-03-01,1999
PMC1539566,10065320,NA,1999-02-01,1999
PMC104007,9882388,NA,1999-02-01,1999
PMC103978,9882359,NA,1999-02-01,1999
PMC103966,9882347,NA,1999-02-01,1999
PMC95672,9874676,NA,1999-01-01,1999
PMC95656,9874660,NA,1999-01-01,1999
PMC103897,9847396,NA,1999-01-01,1999
PMC103887,9847386,NA,1999-01-01,1999
PMC103870,9847369,NA,1999-01-01,1999
PMC103839,9847338,NA,1999-01-01,1999
PMC103831,9847330,NA,1999-01-01,1999
PMC103821,9847320,NA,1999-01-01,1999
PMC83896,9858562,10.1128/mcb.19.1.384,1999-01-01,1999
PMC2194299,10344005,NA,1999-01-01,1999
PMC110502,9811726,NA,1998-12-01,1998
PMC110472,9811696,NA,1998-12-01,1998
PMC110468,9811692,NA,1998-12-01,1998
PMC110431,9811676,NA,1998-12-01,1998
PMC98953,9841679,NA,1998-12-01,1998
PMC98943,9841669,NA,1998-12-01,1998
PMC1369726,9848654,10.1017/s1355838298981006,1998-12-01,1998
PMC96200,9801333,NA,1998-11-01,1998
PMC3449837,19003413,10.1023/A:1008037916674,1998-11-01,1998
PMC110348,9765476,NA,1998-11-01,1998
PMC110338,9765466,NA,1998-11-01,1998
PMC110314,9765442,NA,1998-11-01,1998
PMC110295,9765423,NA,1998-11-01,1998
PMC110275,9765403,NA,1998-11-01,1998
PMC110261,9765389,NA,1998-11-01,1998
PMC109253,9774683,10.1128/mcb.18.11.6698,1998-11-01,1998
PMC1189492,9798091,NA,1998-10-01,1998
PMC1189491,9798090,NA,1998-10-01,1998
PMC110132,9733835,NA,1998-10-01,1998
PMC110123,9733830,NA,1998-10-01,1998
PMC110113,9733825,NA,1998-10-01,1998
PMC110086,9733812,NA,1998-10-01,1998
PMC105158,9705388,NA,1998-09-01,1998
PMC110043,9696876,NA,1998-09-01,1998
PMC109946,9696818,NA,1998-09-01,1998
PMC109929,9696801,NA,1998-09-01,1998
PMC109916,9696788,NA,1998-09-01,1998
PMC3987777,9720267,10.1016/s0958-1669(98)80017-7,1998-08-01,1998
PMC109893,9658133,NA,1998-08-01,1998
PMC109868,9658116,NA,1998-08-01,1998
PMC109824,9658097,NA,1998-08-01,1998
PMC109818,9658094,NA,1998-08-01,1998
PMC109797,9658083,NA,1998-08-01,1998
PMC109768,9658068,NA,1998-08-01,1998
PMC1189480,9684053,NA,1998-07-01,1998
PMC1189477,9684050,NA,1998-07-01,1998
PMC1539523,9759509,NA,1998-07-01,1998
PMC95616,9665965,NA,1998-07-01,1998
PMC95596,9665945,NA,1998-07-01,1998
PMC2170146,9667560,10.1136/jnnp.65.1.48,1998-07-01,1998
PMC110421,9621079,NA,1998-07-01,1998
PMC110395,9621053,NA,1998-07-01,1998
PMC110390,9621048,NA,1998-07-01,1998
PMC116396,9573313,NA,1998-06-01,1998
PMC110052,9573259,NA,1998-06-01,1998
PMC109964,9573217,NA,1998-06-01,1998
PMC104535,9606002,NA,1998-05-01,1998
PMC104812,9574689,NA,1998-05-01,1998
PMC109693,9557750,NA,1998-05-01,1998
PMC109682,9557742,NA,1998-05-01,1998
PMC109664,9557724,NA,1998-05-01,1998
PMC109662,9557722,NA,1998-05-01,1998
PMC109636,9557696,NA,1998-05-01,1998
PMC109630,9557690,NA,1998-05-01,1998
PMC109598,9557658,NA,1998-05-01,1998
PMC109593,9557653,NA,1998-05-01,1998
PMC109568,9557628,NA,1998-05-01,1998
PMC1689024,9608731,10.1098/rspb.1998.0351,1998-04-01,1998
PMC106832,9564563,10.1128/cmr.11.2.231,1998-04-01,1998
PMC104659,9542907,NA,1998-04-01,1998
PMC6793082,9502810,10.1523/JNEUROSCI.18-07-02498.1998,1998-04-01,1998
PMC1296639,9659305,10.1177/014107689809100406,1998-04-01,1998
PMC109802,9525655,NA,1998-04-01,1998
PMC109759,9525634,NA,1998-04-01,1998
PMC109736,9525611,NA,1998-04-01,1998
PMC109701,9525579,NA,1998-04-01,1998
PMC1745181,9741376,10.1136/thx.53.4.302,1998-04-01,1998
PMC28496,9552842,10.1136/bmj.316.7135.906,1998-03-01,1998
PMC19301,9482867,10.1073/pnas.95.5.2227,1998-03-01,1998
PMC121356,9521141,NA,1998-03-01,1998
PMC1727036,9577341,10.1136/gut.42.3.357,1998-03-01,1998
PMC104601,9508288,NA,1998-03-01,1998
PMC109559,9499120,NA,1998-03-01,1998
PMC109524,9499085,NA,1998-03-01,1998
PMC109514,9499075,NA,1998-03-01,1998
PMC109512,9499073,NA,1998-03-01,1998
PMC109486,9499047,NA,1998-03-01,1998
PMC108865,9488467,10.1128/mcb.18.3.1506,1998-03-01,1998
PMC1369616,9510329,NA,1998-03-01,1998
PMC1376908,9463342,10.1086/301735,1998-02-01,1998
PMC1857970,9466578,NA,1998-02-01,1998
PMC104573,9466772,NA,1998-02-01,1998
PMC124642,9445064,NA,1998-02-01,1998
PMC124581,9445003,NA,1998-02-01,1998
PMC124575,9444997,NA,1998-02-01,1998
PMC124560,9444982,NA,1998-02-01,1998
PMC108824,9448009,10.1128/mcb.18.2.1115,1998-02-01,1998
PMC1189443,9442941,NA,1998-01-01,1998
PMC109450,9420301,NA,1998-01-01,1998
PMC109404,9420255,NA,1998-01-01,1998
PMC109400,9420251,NA,1998-01-01,1998
PMC109385,9420236,NA,1998-01-01,1998
PMC109380,9420231,NA,1998-01-01,1998
PMC230293,9371649,NA,1997-12-01,1997
PMC230265,9371621,NA,1997-12-01,1997
PMC230256,9371612,NA,1997-12-01,1997
PMC230247,9371603,NA,1997-12-01,1997
PMC230230,9371586,NA,1997-12-01,1997
PMC230225,9371581,NA,1997-12-01,1997
PMC230203,9371559,NA,1997-12-01,1997
PMC230199,9371555,NA,1997-12-01,1997
PMC2127769,9393227,10.1136/bmj.315.7117.1206,1997-11-01,1997
PMC2127752,9393228,10.1136/bmj.315.7117.1211,1997-11-01,1997
PMC170634,9384283,NA,1997-11-01,1997
PMC230096,9350768,NA,1997-11-01,1997
PMC230091,9350763,NA,1997-11-01,1997
PMC230080,9350752,NA,1997-11-01,1997
PMC230076,9350748,NA,1997-11-01,1997
PMC192354,9343248,NA,1997-11-01,1997
PMC192335,9343229,NA,1997-11-01,1997
PMC192302,9343196,NA,1997-11-01,1997
PMC192285,9343179,NA,1997-11-01,1997
PMC25704,9362065,10.1091/mbc.8.11.2233,1997-11-01,1997
PMC25700,9362061,10.1091/mbc.8.11.2171,1997-11-01,1997
PMC1758451,9487344,10.1136/thx.52.11.964,1997-11-01,1997
PMC2127699,9366738,10.1136/bmj.315.7115.1069,1997-10-01,1997
PMC2127698,9366737,10.1136/bmj.315.7115.1065,1997-10-01,1997
PMC2127683,9366736,10.1136/bmj.315.7115.1060,1997-10-01,1997
PMC1189426,9342456,NA,1997-10-01,1997
PMC172936,9336664,10.1128/cmr.10.4.597,1997-10-01,1997
PMC1320353,16558471,NA,1997-10-01,1997
PMC192145,9311878,NA,1997-10-01,1997
PMC192126,9311859,NA,1997-10-01,1997
PMC192117,9311850,NA,1997-10-01,1997
PMC192113,9311846,NA,1997-10-01,1997
PMC192104,9311837,NA,1997-10-01,1997
PMC192086,9311819,NA,1997-10-01,1997
